Date,Risk Country,Exchange Country,Sector,Risk Issuer,Description,Instrument Id,BBG ticker,BB ticker (Underlying),Instrument Type,PB account,Strategy,$ Daily P&L,$ MTD P&L,FX Rate (PBD),SOD Quantity,Quantity,Delta Shares,$ Delta,$ Delta (PBD),Gross Delta Adjusted MV,$ NMV,$ NMV (PBD),Native Currency,Avg Entry Price,Market Price,USD Price,Pricing Factor,Contract Multiplier,Option Type,Maturity Date,Option Strike,Underlying Market Price,$ Underlying Market Price,Instrument Delta,Model Volatility,Credit Spread,$ Gamma,$ Theta,$ Vega,Book DV01,90d Realized Vol,60d Avg Volm (Underlying),Market Cap Bucket,First Trade Date,Last Trade Date,Inactive Date,PantareiRelativeIndex,PantareiRelativeIndexBeta,Illogical Condition,$ Net Traded Tdy
9/26/2024,Hong Kong,Hong Kong,,HANG SENG INDEX,HANG SENG MAY4,193002544,HIK4 Index,HSI Index,Future,UBS Futures,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,HKD,0.00000000,,,,50.00000000,,5/30/2024,,,,,,,,,,,,,N/A,5/8/2024,5/10/2024,5/10/2024,"HSI ",,1.00000000,0.00000000
9/26/2024,Hong Kong,Hong Kong,,HANG SENG INDEX,HANG SENG SEP4,184150796,HIU4 Index,HSI Index,Future,BAML Futures,SDD,,62.80484280,,0.00000000,0.00000000,0.00000000,,,,,,HKD,0.00000000,,,,50.00000000,,9/27/2024,,,,,,,,,,,,,N/A,9/26/2024,9/26/2024,9/26/2024,"HSI ",,,70.65095218
9/26/2024,Hong Kong,Hong Kong,Real Estate,"Hang Lung Properties ",HANG LUNG PPT ORD,1195243,101 HK Equity,101 HK Equity,Equity,UBS Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,HKD,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,$3b - $5b,5/21/2024,5/24/2024,5/28/2024,HSI,,1.00000000,0.00000000
9/26/2024,Hong Kong,Hong Kong,Real Estate,"Henderson Land Development ",HENDERSON LAND ORD,1195161,12 HK Equity,12 HK Equity,Equity,BAML Swap,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,HKD,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,8/13/2024,8/21/2024,8/23/2024,HSI,,1.00000000,0.00000000
9/26/2024,Hong Kong,Hong Kong,Financials,"Hong Kong Exchanges and Clearing ",HKEX ORD,1195506,388 HK Equity,388 HK Equity,Equity,UBS Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,HKD,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,7/4/2024,7/5/2024,7/9/2024,HSI,,,0.00000000
9/26/2024,Hong Kong,Hong Kong,Communication Services,"Kingsoft ",KINGSOFT ORD,3965468,3888 HK Equity,3888 HK Equity,Equity,BAML Swap,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,HKD,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,$3b - $5b,7/31/2024,8/7/2024,8/9/2024,HSI,,,0.00000000
9/26/2024,Hong Kong,Hong Kong,Communication Services,"Kingsoft ",KINGSOFT ORD,3965468,3888 HK Equity,3888 HK Equity,Equity,UBS Cash,CB,0.00000000,-15318.41099586,7.78475000,-45000.00000000,0.00000000,0.00000000,,-139310.83207553,,,-139310.83207553,HKD,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,$3b - $5b,5/2/2024,9/26/2024,9/26/2024,HSI,,,-139310.83207553
9/26/2024,Hong Kong,Hong Kong,Communication Services,"Kingsoft ",KINGSOFT ORD,3965468,3888 HK Equity,3888 HK Equity,Equity,UBS Cash,SDD,-0.00000000,15318.41099586,7.78475000,45000.00000000,0.00000000,0.00000000,,139310.83207553,,,139310.83207553,HKD,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,$3b - $5b,7/31/2024,9/26/2024,9/26/2024,HSI,,1.00000000,139310.83207553
9/26/2024,Hong Kong,Unknown,Communication Services,"Kingsoft ",KINCO  0.625 04/29/25 CVT PUT,108685353,BJ087366 Corp,3888 HK Equity,Bond,UBS Cash,CB,4190.77898027,18013.20958712,7.78475000,6000000.00000000,6000000.00000000,37508.86314637,124101.79255650,90310.35687852,124101.79255650,802096.94516720,797713.47827483,HKD,1.05350000,1.04042000,0.13368282,,,,4/29/2025,,25.75000000,3.30859915,0.21736386,0.45000000,,17529.22806881,73.31509289,1294.94488734,-38.27878280,0.46783673,4680237.03333333,$3b - $5b,5/2/2024,5/2/2024,,HSI,1.11352520,,0.00000000
9/26/2024,Hong Kong,Hong Kong,Industrials,"SITC International  ",SITC ORD,14915342,1308 HK Equity,1308 HK Equity,Equity,BAML Swap,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,HKD,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,8/5/2024,8/7/2024,8/9/2024,HSI,,,0.00000000
9/26/2024,Hong Kong,Hong Kong,Industrials,"SITC International  ",SITC ORD,14915342,1308 HK Equity,1308 HK Equity,Equity,BAML Swap,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,HKD,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,8/5/2024,8/5/2024,8/7/2024,HSI,,,0.00000000
9/26/2024,Hong Kong,Hong Kong,Industrials,"Xinyi Glass  ",XINYI GLASS ORD,1195822,868 HK Equity,868 HK Equity,Equity,UBS Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,HKD,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,$3b - $5b,6/5/2024,6/5/2024,6/7/2024,HSI,,1.00000000,0.00000000
9/26/2024,Indonesia,Indonesia,Consumer Discretionary,Indo Boga Sukses Tbk PT,INDO BOGA SUKSES ORD,144504231,IBOS IJ Equity,IBOS IJ Equity,Equity,UBS Cash,LDE,-52524.93841060,302863.88278146,15100.00000000,200000000.00000000,195802000.00000000,195802000.00000000,1755898.05809238,1854304.63576159,1755898.05809238,1755898.05809238,1854304.63576159,IDR,113.16814400,136.00000000,0.00896772,,1.00000000,,,,136.00000000,0.00896772,1.00000000,,,0.00000000,0.00000000,0.00000000,0.00000000,0.85705482,44488885.00000000,<$0.5b,9/23/2024,9/26/2024,,,,,38338.15231788
9/26/2024,Japan,Japan,Consumer Discretionary,"ABC-Mart ",ABC MART ORD,1196568,2670 JP Equity,2670 JP Equity,Equity,UBS Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,JPY,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,7/9/2024,7/11/2024,7/16/2024,TPX,,1.00000000,0.00000000
9/26/2024,Japan,Japan,Industrials,"ANA  ",ANA HOLDINGS ORD,1198630,9202 JP Equity,9202 JP Equity,Equity,BAML Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,JPY,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,6/27/2024,6/27/2024,7/1/2024,TPX,,,0.00000000
9/26/2024,Japan,Japan,Information Technology,Advantest,ADVANTEST ORD,1197877,6857 JP Equity,6857 JP Equity,Equity,BAML Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,JPY,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,7/17/2024,8/9/2024,8/14/2024,TPX,,1.00000000,0.00000000
9/26/2024,Japan,Japan,Real Estate,"Aeon Mall ",AEON MALL ORD,1198619,8905 JP Equity,8905 JP Equity,Equity,BAML Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,JPY,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,$3b - $5b,5/20/2024,7/12/2024,7/17/2024,TPX,,,0.00000000
9/26/2024,Japan,Japan,,"Ai Robotics ",AI ROBOTICS ORD,205141436,247A JP Equity,247A JP Equity,Equity,UBS Cash,IPO,0.00000000,,144.76000000,900.00000000,900.00000000,900.00000000,10946.40820981,10942.24924012,10946.40820981,10946.40820981,10942.24924012,JPY,1760.00000000,1760.00000000,12.16267579,,1.00000000,,,,1760.00000000,12.16267579,1.00000000,,,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,N/A,9/19/2024,9/19/2024,,TPX,1,,0.00000000
9/26/2024,Japan,Japan,Consumer Discretionary,Aisin,AISIN CORP ORD,1197998,7259 JP Equity,7259 JP Equity,Equity,UBS Swap,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,JPY,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,6/28/2024,7/8/2024,7/10/2024,TPX,,1.00000000,0.00000000
9/26/2024,Japan,Japan,Consumer Discretionary,Aisin,AISIN CORP ORD,1197998,7259 JP Equity,7259 JP Equity,Equity,BAML Cash,SECONDARY,,,,0.00000000,0.00000000,0.00000000,,,,,,JPY,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,7/8/2024,7/31/2024,8/2/2024,TPX,,,0.00000000
9/26/2024,Japan,Japan,Consumer Staples,"Ajinomoto ",AJINOMOTO ORD,1196786,2802 JP Equity,2802 JP Equity,Equity,UBS Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,JPY,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,7/17/2024,7/18/2024,7/22/2024,TPX,,1.00000000,0.00000000
9/26/2024,Japan,Japan,Health Care,"Alfresa ",ALFRESA HOLDINGS ORD,1196757,2784 JP Equity,2784 JP Equity,Equity,UBS Cash,CDE,,-3214.28571429,,0.00000000,0.00000000,0.00000000,,,,,,JPY,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,$3b - $5b,8/19/2024,9/11/2024,9/13/2024,TPX,,,0.00000000
9/26/2024,Japan,Japan,Industrials,"Amada ",AMADA ORD,1197239,6113 JP Equity,6113 JP Equity,Equity,BAML Cash,SDD,0.00000000,-7084.56756010,144.76000000,0.00000000,0.00000000,0.00000000,,0.00000000,0.00000000,0.00000000,0.00000000,JPY,0.00000000,1506.50000000,10.41083584,,1.00000000,,,,1506.50000000,10.41083584,1.00000000,,,0.00000000,0.00000000,0.00000000,0.00000000,0.32143748,,$3b - $5b,9/25/2024,9/25/2024,9/27/2024,TPX,,1.00000000,0.00000000
9/26/2024,Japan,Japan,Consumer Staples,"Asahi   ",ASAHI GROUP HLDG ORD,1196493,2502 JP Equity,2502 JP Equity,Equity,BAML Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,JPY,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,5/8/2024,5/8/2024,5/10/2024,TPX,,1.00000000,0.00000000
9/26/2024,Japan,Japan,Health Care,"Asahi Intecc ",ASAHI INTECC ORD,1197735,7747 JP Equity,7747 JP Equity,Equity,BAML Cash,SDD,,-265.36336004,,0.00000000,0.00000000,0.00000000,,,,,,JPY,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,$3b - $5b,8/23/2024,9/2/2024,9/4/2024,TPX,,,0.00000000
9/26/2024,Japan,Japan,Health Care,"Asahi Intecc ",ASAHI INTECC ORD,1197735,7747 JP Equity,7747 JP Equity,Equity,UBS Cash,SDD,,132209.91986737,,0.00000000,0.00000000,0.00000000,,,,,,JPY,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,$3b - $5b,7/2/2024,9/17/2024,9/19/2024,TPX,,1.00000000,0.00000000
9/26/2024,Japan,Japan,Materials,Asahi Yukizai,ASAHI YUKIZAI ORD,1196864,4216 JP Equity,4216 JP Equity,Equity,BAML Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,JPY,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,$0.5b - $1b,6/7/2024,6/12/2024,6/14/2024,TPX,,,0.00000000
9/26/2024,Japan,Japan,Consumer Discretionary,Asics,ASICS ORD,1197778,7936 JP Equity,7936 JP Equity,Equity,UBS Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,JPY,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,7/16/2024,7/18/2024,7/22/2024,TPX,,,0.00000000
9/26/2024,Japan,Japan,Consumer Discretionary,Asics,ASICS ORD,1197778,7936 JP Equity,7936 JP Equity,Equity,UBS Swap,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,JPY,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,7/16/2024,7/23/2024,7/25/2024,TPX,,,0.00000000
9/26/2024,Japan,Japan,Consumer Discretionary,Asics,ASICS ORD,1197778,7936 JP Equity,7936 JP Equity,Equity,BAML Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,JPY,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,6/21/2024,8/23/2024,8/27/2024,TPX,,1.00000000,0.00000000
9/26/2024,Japan,Japan,Health Care,"Astellas Pharma ",ASTELLAS PHARMA ORD,1196872,4503 JP Equity,4503 JP Equity,Equity,BAML Cash,SDD,,26219.54269135,,0.00000000,0.00000000,0.00000000,,,,,,JPY,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,5/17/2024,9/13/2024,9/18/2024,TPX,,1.00000000,0.00000000
9/26/2024,Japan,Japan,Health Care,"Astellas Pharma ",ASTELLAS PHARMA ORD,1196872,4503 JP Equity,4503 JP Equity,Equity,UBS Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,JPY,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,5/28/2024,5/28/2024,5/30/2024,TPX,,1.00000000,0.00000000
9/26/2024,Japan,Japan,Consumer Discretionary,"Bandai Namco  ",BANDAI NAMCO HLD ORD,1197698,7832 JP Equity,7832 JP Equity,Equity,UBS Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,JPY,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,6/5/2024,6/5/2024,6/7/2024,TPX,,1.00000000,0.00000000
9/26/2024,Japan,Japan,Industrials,"BayCurrent ",BAYCURRENT ORD,58591747,6532 JP Equity,6532 JP Equity,Equity,BAML Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,JPY,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,7/4/2024,7/24/2024,7/26/2024,TPX,,1.00000000,0.00000000
9/26/2024,Japan,Japan,Information Technology,"Biprogy ",BIPROGY ORD,1198212,8056 JP Equity,8056 JP Equity,Equity,BAML Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,JPY,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,$3b - $5b,5/16/2024,5/16/2024,5/20/2024,TPX,,1.00000000,0.00000000
9/26/2024,Japan,Japan,Consumer Discretionary,Bridgestone,BRIDGESTONE ORD,1197064,5108 JP Equity,5108 JP Equity,Equity,UBS Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,JPY,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,5/29/2024,5/29/2024,5/31/2024,TPX,,1.00000000,0.00000000
9/26/2024,Japan,Japan,Industrials,"Bunka Shutter ",BUNKA SHUTTER ORD,1197277,5930 JP Equity,5930 JP Equity,Equity,UBS Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,JPY,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,$0.5b - $1b,6/14/2024,6/25/2024,6/27/2024,TPX,,1.00000000,0.00000000
9/26/2024,Japan,Japan,Information Technology,"Canon ",CANON ORD,1197737,7751 JP Equity,7751 JP Equity,Equity,UBS Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,JPY,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,6/5/2024,8/30/2024,9/3/2024,TPX,,1.00000000,0.00000000
9/26/2024,Japan,Japan,Information Technology,"Canon ",CANON ORD,1197737,7751 JP Equity,7751 JP Equity,Equity,BAML Cash,SDD,,-28069.12821221,,0.00000000,0.00000000,0.00000000,,,,,,JPY,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,6/7/2024,9/11/2024,9/13/2024,TPX,,1.00000000,0.00000000
9/26/2024,Japan,Japan,Communication Services,"Capcom ",CAPCOM ORD,1198400,9697 JP Equity,9697 JP Equity,Equity,UBS Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,JPY,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,8/23/2024,8/28/2024,8/30/2024,TPX,,1.00000000,0.00000000
9/26/2024,Japan,Japan,Communication Services,"Capcom ",CAPCOM ORD,1198400,9697 JP Equity,9697 JP Equity,Equity,BAML Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,JPY,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,5/22/2024,6/4/2024,6/6/2024,TPX,,1.00000000,0.00000000
9/26/2024,Japan,Japan,Health Care,"Chugai Pharmaceutical ",CHUGAI PHARM ORD,1196880,4519 JP Equity,4519 JP Equity,Equity,BAML Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,JPY,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,5/16/2024,5/22/2024,5/24/2024,TPX,,1.00000000,0.00000000
9/26/2024,Japan,Japan,Consumer Discretionary,"Colowide ",COLOWIDE ORD,1197657,7616 JP Equity,7616 JP Equity,Equity,UBS Cash,SECONDARY,,-1163.44294004,,0.00000000,0.00000000,0.00000000,,,,,,JPY,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,$1b - $3b,8/29/2024,9/17/2024,9/19/2024,TPX,,,0.00000000
9/26/2024,Japan,Japan,Energy,"Cosmo Energy  ",COSMO ENERGY HD ORD,49816975,5021 JP Equity,5021 JP Equity,Equity,BAML Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,JPY,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,$3b - $5b,6/11/2024,6/17/2024,6/19/2024,TPX,,,0.00000000
9/26/2024,Japan,Japan,Communication Services,"CyberAgent ",CYBER AGENT ORD,1197142,4751 JP Equity,4751 JP Equity,Equity,BAML Cash,SDD,,-667.17325228,,0.00000000,0.00000000,0.00000000,,,,,,JPY,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,$3b - $5b,9/12/2024,9/12/2024,9/17/2024,TPX,,1.00000000,0.00000000
9/26/2024,Japan,Japan,Communication Services,"CyberAgent ",CYBER AGENT ORD,1197142,4751 JP Equity,4751 JP Equity,Equity,UBS Cash,LDE,,,,0.00000000,0.00000000,0.00000000,,,,,,JPY,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,$3b - $5b,8/1/2024,8/5/2024,8/7/2024,TPX,,,0.00000000
9/26/2024,Japan,Japan,Health Care,"D&M Company ",D&M COMPANY ORD,199062812,189A JP Equity,189A JP Equity,Equity,UBS Cash,IPO,,,,0.00000000,0.00000000,0.00000000,,,,,,JPY,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,<$0.5b,6/4/2024,6/11/2024,6/13/2024,TPX,,,0.00000000
9/26/2024,Japan,Japan,Industrials,"Dai Nippon Printing ",DAI NIP PRINT ORD,1197766,7912 JP Equity,7912 JP Equity,Equity,UBS Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,JPY,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,8/5/2024,8/5/2024,8/7/2024,TPX,,1.00000000,0.00000000
9/26/2024,Japan,Japan,Financials,"Dai-ichi Life  ",DAI-ICHI LIFE HD ORD,12687958,8750 JP Equity,8750 JP Equity,Equity,UBS Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,JPY,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,5/28/2024,5/28/2024,5/30/2024,TPX,,1.00000000,0.00000000
9/26/2024,Japan,Japan,Industrials,"Daifuku ",DAIFUKU ORD,1197547,6383 JP Equity,6383 JP Equity,Equity,BAML Cash,CB,-3315.83310307,39333.17905499,144.76000000,-8000.00000000,-8000.00000000,-8000.00000000,-155654.60765005,-152279.63525836,155654.60765005,-155654.60765005,-152279.63525836,JPY,2866.79931429,2815.50000000,19.45682596,,1.00000000,,,,2815.50000000,19.45682596,1.00000000,,,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.38052812,1715076.66666667,> $5b,8/8/2024,9/24/2024,,TPX,1.32079676,1.00000000,0.00000000
9/26/2024,Japan,Japan,Industrials,"Daifuku ",DAIFUKU ORD,1197547,6383 JP Equity,6383 JP Equity,Equity,UBS Cash,SDD,57812.36529428,162770.11605416,144.76000000,140800.00000000,135300.00000000,135300.00000000,2632508.55188141,2680121.58054711,2632508.55188141,2632508.55188141,2680121.58054711,JPY,2710.93682570,2815.50000000,19.45682596,,1.00000000,,,,2815.50000000,19.45682596,1.00000000,,,0.00000000,0.00000000,0.00000000,0.00000000,0.38052812,1715076.66666667,> $5b,5/24/2024,9/26/2024,,TPX,1.32079676,1.00000000,106446.87068251
9/26/2024,Japan,Japan,Industrials,"Daifuku ",DAIFUKU ORD,1197547,6383 JP Equity,6383 JP Equity,Equity,BAML Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,JPY,2980.53286325,,,,1.00000000,,,,,,,,,,,,,,,> $5b,5/30/2024,6/26/2024,6/28/2024,TPX,,1.00000000,0.00000000
9/26/2024,Japan,Unknown,Industrials,"Daifuku ",DAIFU        09/14/28 CVT,184067597,ZI640754 Corp,6383 JP Equity,Bond,BAML Cash,CB,,-5180.98922354,,0.00000000,0.00000000,0.00000000,,,,,,JPY,0.00000000,,,,,,9/14/2028,,,,,,,,,,,,,> $5b,7/22/2024,9/2/2024,9/4/2024,TPX,,,0.00000000
9/26/2024,Japan,Unknown,Industrials,"Daifuku ",Daifuku 2028-09-19 warrants,204361134,ZI785850@DWCB Corp,6383 JP Equity,Warrant,BAML Cash,CB,55954.68361426,24177.94970986,144.76000000,50.00000000,50.00000000,61048.39380618,1187807.97319579,1126177.47117641,1187807.97319579,395978.02425625,339872.89306438,JPY,1059000.00000000,11.46000000,0.07919560,100000.00000000,2829.09440000,Call,9/19/2028,3534.70000000,2815.50000000,19.45682596,0.43157552,0.32000000,,0.20157235,-185.42414368,20467.05990488,307.53712597,0.38052812,1715076.66666667,> $5b,8/14/2024,8/16/2024,,TPX,1.32079676,,0.00000000
9/26/2024,Japan,Japan,Health Care,"Daiichi Sankyo ",DAIICHI SANKYO ORD,1197162,4568 JP Equity,4568 JP Equity,Equity,BAML Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,JPY,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,5/1/2024,5/23/2024,5/27/2024,TPX,,1.00000000,0.00000000
9/26/2024,Japan,Japan,Industrials,"Daikin Industries ",DAIKIN INDS ORD,1197535,6367 JP Equity,6367 JP Equity,Equity,UBS Cash,SDD,,-13460.05802708,,0.00000000,0.00000000,0.00000000,,,,,,JPY,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,5/28/2024,9/17/2024,9/19/2024,TPX,,1.00000000,0.00000000
9/26/2024,Japan,Japan,Industrials,"Daikin Industries ",DAIKIN INDS ORD,1197535,6367 JP Equity,6367 JP Equity,Equity,BAML Cash,SDD,45419.00386847,79516.95219674,144.76000000,12000.00000000,17000.00000000,17000.00000000,2271483.36270343,1561757.39154463,2271483.36270343,2271483.36270343,1561757.39154463,JPY,18741.03004412,19335.00000000,133.61666839,,1.00000000,,,,19335.00000000,133.61666839,1.00000000,,,0.00000000,0.00000000,0.00000000,0.00000000,0.32194407,1310126.66666667,> $5b,6/4/2024,9/26/2024,,TPX,0.96832063,1.00000000,-663147.27825366
9/26/2024,Japan,Japan,Real Estate,"Daiwa House Industry ",DAIWA HOUSE ORD,1196381,1925 JP Equity,1925 JP Equity,Equity,BAML Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,JPY,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,6/24/2024,6/24/2024,6/26/2024,TPX,,1.00000000,0.00000000
9/26/2024,Japan,Japan,Real Estate,"Daiwa House Industry ",DAIWA HOUSE ORD,1196381,1925 JP Equity,1925 JP Equity,Equity,UBS Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,JPY,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,6/5/2024,6/14/2024,6/18/2024,TPX,,1.00000000,0.00000000
9/26/2024,Japan,Japan,Financials,"Daiwa Securities  ",DAIWA SECURITIES GROUP ORD,1198112,8601 JP Equity,8601 JP Equity,Equity,BAML Cash,SDD,,20.04006632,,0.00000000,0.00000000,0.00000000,,,,,,JPY,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,6/26/2024,9/9/2024,9/11/2024,TPX,,,0.00000000
9/26/2024,Japan,Japan,Financials,"Daiwa Securities  ",DAIWA SECURITIES GROUP ORD,1198112,8601 JP Equity,8601 JP Equity,Equity,UBS Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,JPY,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,7/22/2024,7/23/2024,7/25/2024,TPX,,,0.00000000
9/26/2024,Japan,Japan,Consumer Discretionary,Denso,DENSO ORD,1197892,6902 JP Equity,6902 JP Equity,Equity,UBS Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,JPY,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,6/11/2024,6/12/2024,6/14/2024,TPX,,1.00000000,0.00000000
9/26/2024,Japan,Japan,Consumer Discretionary,Denso,DENSO ORD,1197892,6902 JP Equity,6902 JP Equity,Equity,BAML Cash,SDD,,2862.77977342,,0.00000000,0.00000000,0.00000000,,,,,,JPY,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,7/11/2024,9/19/2024,9/24/2024,TPX,,1.00000000,0.00000000
9/26/2024,Japan,Japan,Information Technology,"Dentsu Soken ",DENTSU SOKEN ORD,1197090,4812 JP Equity,4812 JP Equity,Equity,BAML Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,JPY,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,$1b - $3b,5/24/2024,5/28/2024,5/30/2024,TPX,,1.00000000,0.00000000
9/26/2024,Japan,Japan,Information Technology,"Digital Arts ",DIGITAL ARTS ORD,22922863,2326 JP Equity,2326 JP Equity,Equity,UBS Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,JPY,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,<$0.5b,5/29/2024,5/29/2024,5/31/2024,TPX,,1.00000000,0.00000000
9/26/2024,Japan,Japan,Information Technology,Disco,DISCO ORD,1197251,6146 JP Equity,6146 JP Equity,Equity,BAML Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,JPY,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,6/4/2024,8/30/2024,9/3/2024,TPX,,1.00000000,0.00000000
9/26/2024,Japan,Japan,Energy,"ENEOS  ",ENEOS HOLDINGS ORD,12755705,5020 JP Equity,5020 JP Equity,Equity,BAML Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,JPY,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,5/14/2024,5/14/2024,5/16/2024,TPX,,1.00000000,0.00000000
9/26/2024,Japan,Japan,Energy,"ENEOS  ",ENEOS HOLDINGS ORD,12755705,5020 JP Equity,5020 JP Equity,Equity,UBS Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,JPY,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,5/14/2024,6/10/2024,6/12/2024,TPX,,1.00000000,0.00000000
9/26/2024,Japan,Japan,Industrials,East Japan Railway Co,EAST JAPAN RY ORD,1198544,9020 JP Equity,9020 JP Equity,Equity,BAML Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,JPY,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,6/6/2024,6/6/2024,6/10/2024,TPX,,,0.00000000
